Store,Dept,Date,IsHoliday,Predicted_Weekly_Sales
1,8,13-07-2012,False,43327.14
1,8,20-07-2012,False,43327.14
1,8,27-07-2012,False,43049.098
1,8,03-08-2012,False,43048.07
1,8,10-08-2012,False,43139.586
1,8,17-08-2012,False,43119.473
1,8,24-08-2012,False,43119.473
1,8,31-08-2012,False,43119.473
1,8,07-09-2012,True,43639.875
1,8,14-09-2012,False,43119.473
1,8,21-09-2012,False,42951.035
1,8,28-09-2012,False,42951.035
1,8,05-10-2012,False,42885.973
1,8,12-10-2012,False,46468.816
1,8,19-10-2012,False,43139.586
1,8,26-10-2012,False,43139.586
1,9,04-05-2012,False,28853.395
1,9,11-05-2012,False,28567.838
1,9,18-05-2012,False,28721.145
1,9,25-05-2012,False,28721.145
1,9,01-06-2012,False,29615.684
1,9,08-06-2012,False,29132.639
1,9,15-06-2012,False,29410.684
1,9,22-06-2012,False,29410.684
1,9,29-06-2012,False,29410.684
1,9,06-07-2012,False,29410.684
1,9,13-07-2012,False,29207.717
1,9,20-07-2012,False,29207.717
1,9,27-07-2012,False,28929.672
1,9,03-08-2012,False,28883.242
1,9,10-08-2012,False,28567.838
1,9,17-08-2012,False,29132.639
1,9,24-08-2012,False,29132.639
1,9,31-08-2012,False,29132.639
1,9,07-09-2012,True,29520.455
1,9,14-09-2012,False,29132.639
1,9,21-09-2012,False,29132.639
1,9,28-09-2012,False,29132.639
1,9,05-10-2012,False,28721.145
1,9,12-10-2012,False,31532.004
1,9,19-10-2012,False,28567.838
1,9,26-10-2012,False,28567.838
1,10,04-05-2012,False,32252.127
1,10,11-05-2012,False,32399.51
1,10,18-05-2012,False,32119.877
1,10,25-05-2012,False,32119.877
1,10,01-06-2012,False,32190.79
1,10,08-06-2012,False,32379.398
1,10,15-06-2012,False,32657.443
1,10,22-06-2012,False,32657.443
1,10,29-06-2012,False,32657.443
1,10,06-07-2012,False,32657.443
1,10,13-07-2012,False,32587.066
1,10,20-07-2012,False,32587.066
1,10,27-07-2012,False,32309.021
1,10,03-08-2012,False,32281.975
1,10,10-08-2012,False,32399.51
1,10,17-08-2012,False,32379.398
1,10,24-08-2012,False,32379.398
1,10,31-08-2012,False,32379.398
1,10,07-09-2012,True,32899.805
1,10,14-09-2012,False,32379.398
1,10,21-09-2012,False,32210.959
1,10,28-09-2012,False,32210.959
1,10,05-10-2012,False,32119.877
1,10,12-10-2012,False,36313.168
1,10,19-10-2012,False,32399.51
1,10,26-10-2012,False,32399.51
1,11,04-05-2012,False,21596.031
1,11,11-05-2012,False,20551.965
1,11,18-05-2012,False,20678.566
1,11,25-05-2012,False,21394.03
1,11,01-06-2012,False,19591.027
1,11,08-06-2012,False,20531.854
1,11,15-06-2012,False,21905.574
1,11,22-06-2012,False,21905.574
1,11,29-06-2012,False,21905.574
1,11,06-07-2012,False,21905.574
1,11,13-07-2012,False,22392.12
1,11,20-07-2012,False,22392.12
1,11,27-07-2012,False,21802.102
1,11,03-08-2012,False,20351.086
1,11,10-08-2012,False,20409.008
1,11,17-08-2012,False,20531.854
1,11,24-08-2012,False,20531.854
1,11,31-08-2012,False,20531.854
1,11,07-09-2012,True,22704.852
1,11,14-09-2012,False,20044.79
1,11,21-09-2012,False,19876.348
1,11,28-09-2012,False,19876.348
1,11,05-10-2012,False,20678.566
1,11,12-10-2012,False,25045.975
1,11,19-10-2012,False,20409.008
1,11,26-10-2012,False,20594.39
1,12,04-05-2012,False,8495.252
1,12,11-05-2012,False,8434.988
1,12,18-05-2012,False,8362.999
1,12,25-05-2012,False,8362.999
1,12,01-06-2012,False,8342.693
1,12,08-06-2012,False,8596.502
1,12,15-06-2012,False,8874.546
1,12,22-06-2012,False,8874.546
1,12,29-06-2012,False,8874.546
1,12,06-07-2012,False,8874.546
1,12,13-07-2012,False,8804.168
1,12,20-07-2012,False,8804.168
1,12,27-07-2012,False,8526.124
1,12,03-08-2012,False,8550.77
1,12,10-08-2012,False,8616.614
1,12,17-08-2012,False,8596.502
1,12,24-08-2012,False,8596.502
1,12,31-08-2012,False,8596.502
1,12,07-09-2012,True,8819.502
1,12,14-09-2012,False,8596.502
1,12,21-09-2012,False,8428.0625
1,12,28-09-2012,False,8428.0625
1,12,05-10-2012,False,8362.999
1,12,12-10-2012,False,5568.3286
1,12,19-10-2012,False,8616.614
1,12,26-10-2012,False,8616.614
1,13,04-05-2012,False,41649.96
1,13,11-05-2012,False,41859.14
1,13,18-05-2012,False,41517.71
1,13,25-05-2012,False,41517.71
1,13,01-06-2012,False,41042.96
1,13,08-06-2012,False,41839.027
1,13,15-06-2012,False,42117.074
1,13,22-06-2012,False,42117.074
1,13,29-06-2012,False,42117.074
1,13,06-07-2012,False,42117.074
1,13,13-07-2012,False,42046.695
1,13,20-07-2012,False,42046.695
1,13,27-07-2012,False,41768.652
1,13,03-08-2012,False,41679.81
1,13,10-08-2012,False,41859.14
1,13,17-08-2012,False,41839.027
1,13,24-08-2012,False,41839.027
1,13,31-08-2012,False,41839.027
1,13,07-09-2012,True,42359.434
1,13,14-09-2012,False,41839.027
1,13,21-09-2012,False,41670.59
1,13,28-09-2012,False,41670.59
1,13,05-10-2012,False,41517.71
1,13,12-10-2012,False,40614.21
1,13,19-10-2012,False,41859.14
1,13,26-10-2012,False,41859.14
1,14,04-05-2012,False,18785.41
1,14,11-05-2012,False,20710.865
1,14,18-05-2012,False,18653.156
1,14,25-05-2012,False,18653.156
1,14,01-06-2012,False,18178.414
1,14,08-06-2012,False,18886.66
1,14,15-06-2012,False,19164.705
1,14,22-06-2012,False,19164.705
1,14,29-06-2012,False,19164.705
1,14,06-07-2012,False,19164.705
1,14,13-07-2012,False,19094.326
1,14,20-07-2012,False,19094.326
1,14,27-07-2012,False,18816.281
1,14,03-08-2012,False,18815.258
1,14,10-08-2012,False,18906.773
1,14,17-08-2012,False,18886.66
1,14,24-08-2012,False,18886.66
1,14,31-08-2012,False,18886.66
1,14,07-09-2012,True,19407.062
1,14,14-09-2012,False,18886.66
1,14,21-09-2012,False,18718.22
1,14,28-09-2012,False,18718.22
1,14,05-10-2012,False,18653.156
1,14,12-10-2012,False,44774.715
1,14,19-10-2012,False,18906.773
1,14,26-10-2012,False,18906.773
1,16,04-05-2012,False,47760.27
1,16,11-05-2012,False,10531.86
1,16,18-05-2012,False,32211.727
1,16,25-05-2012,False,32211.727
1,16,01-06-2012,False,35310.895
1,16,08-06-2012,False,21466.787
1,16,15-06-2012,False,33455.895
1,16,22-06-2012,False,33455.895
1,16,29-06-2012,False,26040.76
1,16,06-07-2012,False,32723.273
1,16,13-07-2012,False,28180.602
1,16,20-07-2012,False,28180.602
1,16,27-07-2012,False,27902.557
1,16,03-08-2012,False,23706.318
1,16,10-08-2012,False,11466.662
1,16,17-08-2012,False,21466.787
1,16,24-08-2012,False,21126.744
1,16,31-08-2012,False,21053.844
1,16,07-09-2012,True,26879.734
1,16,14-09-2012,False,14135.13
1,16,21-09-2012,False,13943.8955
1,16,28-09-2012,False,13943.8955
1,16,05-10-2012,False,32211.727
1,16,12-10-2012,False,10454.08
1,16,19-10-2012,False,11466.662
1,16,26-10-2012,False,11466.662
1,17,04-05-2012,False,15577.646
1,17,11-05-2012,False,15699.009
1,17,18-05-2012,False,15445.393
1,17,25-05-2012,False,15445.393
1,17,01-06-2012,False,14970.649
1,17,08-06-2012,False,15678.896
1,17,15-06-2012,False,15956.94
1,17,22-06-2012,False,15956.94
1,17,29-06-2012,False,15956.94
1,17,06-07-2012,False,15956.94
1,17,13-07-2012,False,15886.562
1,17,20-07-2012,False,15886.562
1,17,27-07-2012,False,15608.518
1,17,03-08-2012,False,15607.494
1,17,10-08-2012,False,15699.009
1,17,17-08-2012,False,15678.896
1,17,24-08-2012,False,15678.896
1,17,31-08-2012,False,15678.896
1,17,07-09-2012,True,16199.298
1,17,14-09-2012,False,15678.896
1,17,21-09-2012,False,15510.456
1,17,28-09-2012,False,15510.456
1,17,05-10-2012,False,15445.393
1,17,12-10-2012,False,19903.295
1,17,19-10-2012,False,15699.009
1,17,26-10-2012,False,15699.009
1,18,04-05-2012,False,8243.132
1,18,11-05-2012,False,17578.33
1,18,25-05-2012,False,8110.879
1,18,01-06-2012,False,3123.7344
1,18,08-06-2012,False,9129.226
1,18,20-07-2012,False,9336.892
1,18,17-08-2012,False,9129.226
1,18,24-08-2012,False,9129.226
1,18,31-08-2012,False,9129.226
1,18,07-09-2012,True,9905.907
1,18,14-09-2012,False,21044.53
1,18,21-09-2012,False,10044.083
1,18,28-09-2012,False,10044.083
1,18,05-10-2012,False,8110.879
1,18,12-10-2012,False,43481.598
1,18,19-10-2012,False,18522.477
1,18,26-10-2012,False,21267.07
1,19,04-05-2012,False,1719.1633
1,19,11-05-2012,False,1840.5255
1,19,18-05-2012,False,1586.9106
1,19,25-05-2012,False,1586.9106
1,19,01-06-2012,False,1529.1664
1,19,08-06-2012,False,1820.4137
1,19,15-06-2012,False,2098.4575
1,19,22-06-2012,False,2098.4575
1,19,29-06-2012,False,2098.4575
1,19,06-07-2012,False,2098.4575
1,19,13-07-2012,False,2028.0793
1,19,20-07-2012,False,2028.0793
1,19,27-07-2012,False,1750.0354
1,19,03-08-2012,False,1749.011
1,19,10-08-2012,False,1931.2854
1,19,17-08-2012,False,1820.4137
1,19,24-08-2012,False,1820.4137
1,19,31-08-2012,False,1820.4137
1,19,07-09-2012,True,2270.0928
1,19,14-09-2012,False,1820.4137
1,19,21-09-2012,False,1651.9733
1,19,28-09-2012,False,1651.9733
1,19,05-10-2012,False,1586.9106
1,19,12-10-2012,False,2651.3738
1,19,19-10-2012,False,1931.2854
1,19,26-10-2012,False,1931.2854
1,20,04-05-2012,False,5910.9917
1,20,11-05-2012,False,5812.582
1,20,18-05-2012,False,5778.7383
1,20,25-05-2012,False,5778.7383
1,20,01-06-2012,False,5578.114
1,20,08-06-2012,False,6012.2417
1,20,15-06-2012,False,6290.2856
1,20,22-06-2012,False,6290.2856
1,20,29-06-2012,False,6290.2856
1,20,06-07-2012,False,6290.2856
1,20,13-07-2012,False,6219.907
1,20,20-07-2012,False,6219.907
1,20,27-07-2012,False,5941.8633
1,20,03-08-2012,False,5940.8394
1,20,10-08-2012,False,5740.604
1,20,17-08-2012,False,6012.2417
1,20,24-08-2012,False,6012.2417
1,20,31-08-2012,False,6012.2417
1,20,07-09-2012,True,6532.6465
1,20,14-09-2012,False,6012.2417
1,20,21-09-2012,False,5843.802
1,20,28-09-2012,False,5843.802
1,20,05-10-2012,False,5778.7383
1,20,12-10-2012,False,6970.78
1,20,19-10-2012,False,5740.604
1,20,26-10-2012,False,5740.604
1,21,04-05-2012,False,8039.086
1,21,11-05-2012,False,8102.9873
1,21,18-05-2012,False,7834.6523
1,21,25-05-2012,False,7834.6523
1,21,01-06-2012,False,7432.0894
1,21,08-06-2012,False,8068.156
1,21,15-06-2012,False,8346.199
1,21,22-06-2012,False,8346.199
1,21,29-06-2012,False,8346.199
1,21,06-07-2012,False,8346.199
1,21,13-07-2012,False,8275.821
1,21,20-07-2012,False,8275.821
1,21,27-07-2012,False,7997.7773
1,21,03-08-2012,False,8068.9336
1,21,10-08-2012,False,8053.339
1,21,17-08-2012,False,8068.156
1,21,24-08-2012,False,8068.156
1,21,31-08-2012,False,8068.156
1,21,07-09-2012,True,8588.561
1,21,14-09-2012,False,8068.156
1,21,21-09-2012,False,7864.7866
1,21,28-09-2012,False,7864.7866
1,21,05-10-2012,False,7834.6523
1,21,12-10-2012,False,12731.184
1,21,19-10-2012,False,8053.339
1,21,26-10-2012,False,8053.339
1,22,04-05-2012,False,14763.276
1,22,11-05-2012,False,14783.389
1,22,18-05-2012,False,14763.276
1,22,25-05-2012,False,14763.276
1,22,01-06-2012,False,14669.461
1,22,08-06-2012,False,14763.276
1,22,15-06-2012,False,14763.276
1,22,22-06-2012,False,14763.276
1,22,29-06-2012,False,14763.276
1,22,06-07-2012,False,14763.276
1,22,13-07-2012,False,14692.897
1,22,20-07-2012,False,14692.897
1,22,27-07-2012,False,14692.897
1,22,03-08-2012,False,15027.163
1,22,10-08-2012,False,14783.389
1,22,17-08-2012,False,14763.276
1,22,24-08-2012,False,14763.276
1,22,31-08-2012,False,14763.276
1,22,07-09-2012,True,15975.288
1,22,14-09-2012,False,14763.276
1,22,21-09-2012,False,14594.837
1,22,28-09-2012,False,14594.837
1,22,05-10-2012,False,14763.276
1,22,12-10-2012,False,19574.074
1,22,19-10-2012,False,14783.389
1,22,26-10-2012,False,14783.389
1,23,04-05-2012,False,26345.025
1,23,11-05-2012,False,27096.83
1,23,18-05-2012,False,26212.775
1,23,25-05-2012,False,26212.775
1,23,01-06-2012,False,24461.396
1,23,08-06-2012,False,27076.719
1,23,15-06-2012,False,29048.78
1,23,22-06-2012,False,29048.78
1,23,29-06-2012,False,26982.242
1,23,06-07-2012,False,28014.693
1,23,13-07-2012,False,27284.387
1,23,20-07-2012,False,27284.387
1,23,27-07-2012,False,27006.342
1,23,03-08-2012,False,26374.873
1,23,10-08-2012,False,27096.83
1,23,17-08-2012,False,27076.719
1,23,24-08-2012,False,27076.719
1,23,31-08-2012,False,27076.719
1,23,07-09-2012,True,27597.125
1,23,14-09-2012,False,27076.719
1,23,21-09-2012,False,26908.277
1,23,28-09-2012,False,26908.277
1,23,05-10-2012,False,26212.775
1,23,12-10-2012,False,47391.504
1,23,19-10-2012,False,27096.83
1,23,26-10-2012,False,27096.83
1,24,04-05-2012,False,7014.1357
1,24,11-05-2012,False,8340.207
1,24,18-05-2012,False,6336.842
1,24,25-05-2012,False,6336.842
1,24,01-06-2012,False,5936.1294
1,24,08-06-2012,False,9912.574
1,24,15-06-2012,False,7337.5093
1,24,22-06-2012,False,7337.5093
1,24,29-06-2012,False,7337.5093
1,24,06-07-2012,False,7337.5093
1,24,13-07-2012,False,7267.131
1,24,20-07-2012,False,7267.131
1,24,27-07-2012,False,6989.087
1,24,03-08-2012,False,6968.58
1,24,10-08-2012,False,7694.8145
1,24,17-08-2012,False,14720.807
1,24,24-08-2012,False,12375.42
1,24,31-08-2012,False,10848.994
1,24,07-09-2012,True,7579.869
1,24,14-09-2012,False,7620.061
1,24,21-09-2012,False,7010.5938
1,24,28-09-2012,False,7010.5938
1,24,05-10-2012,False,6336.842
1,24,12-10-2012,False,14491.033
1,24,19-10-2012,False,7694.8145
1,24,26-10-2012,False,7694.8145
1,25,04-05-2012,False,14013.069
1,25,11-05-2012,False,13423.517
1,25,18-05-2012,False,13252.228
1,25,25-05-2012,False,13252.228
1,25,01-06-2012,False,12489.293
1,25,08-06-2012,False,13403.404
1,25,15-06-2012,False,13763.775
1,25,22-06-2012,False,13763.775
1,25,29-06-2012,False,13681.448
1,25,06-07-2012,False,13763.775
1,25,13-07-2012,False,13517.434
1,25,20-07-2012,False,13517.434
1,25,27-07-2012,False,13239.39
1,25,03-08-2012,False,13927.644
1,25,10-08-2012,False,13423.517
1,25,17-08-2012,False,13403.404
1,25,24-08-2012,False,13403.404
1,25,31-08-2012,False,13403.404
1,25,07-09-2012,True,13830.17
1,25,14-09-2012,False,13403.404
1,25,21-09-2012,False,13234.965
1,25,28-09-2012,False,13234.965
1,25,05-10-2012,False,13252.228
1,25,12-10-2012,False,17627.803
1,25,19-10-2012,False,13423.517
1,25,26-10-2012,False,13423.517
1,26,04-05-2012,False,9312.721
1,26,11-05-2012,False,9803.248
1,26,18-05-2012,False,9095.031
1,26,25-05-2012,False,9095.031
1,26,01-06-2012,False,8705.725
1,26,08-06-2012,False,9328.535
1,26,15-06-2012,False,9593.25
1,26,22-06-2012,False,9593.25
1,26,29-06-2012,False,9593.25
1,26,06-07-2012,False,9593.25
1,26,13-07-2012,False,8428.186
1,26,20-07-2012,False,8428.186
1,26,27-07-2012,False,8150.141
1,26,03-08-2012,False,9342.568
1,26,10-08-2012,False,9931.772
1,26,17-08-2012,False,9328.535
1,26,24-08-2012,False,9328.535
1,26,31-08-2012,False,9435.271
1,26,07-09-2012,True,8740.924
1,26,14-09-2012,False,9667.206
1,26,21-09-2012,False,9498.767
1,26,28-09-2012,False,9498.767
1,26,05-10-2012,False,9095.031
1,26,12-10-2012,False,14641.259
1,26,19-10-2012,False,9768.581
1,26,26-10-2012,False,9768.581
1,27,04-05-2012,False,1271.8757
1,27,11-05-2012,False,1598.4202
1,27,18-05-2012,False,1139.6229
1,27,25-05-2012,False,1139.6229
1,27,01-06-2012,False,1178.7897
1,27,08-06-2012,False,1373.1261
1,27,15-06-2012,False,1651.1702
1,27,22-06-2012,False,1651.1702
1,27,29-06-2012,False,1651.1702
1,27,06-07-2012,False,1651.1702
1,27,13-07-2012,False,1580.7919
1,27,20-07-2012,False,1580.7919
1,27,27-07-2012,False,1302.7477
1,27,03-08-2012,False,1519.8198
1,27,10-08-2012,False,1894.1332
1,27,17-08-2012,False,1373.1261
1,27,24-08-2012,False,1373.1261
1,27,31-08-2012,False,1373.1261
1,27,07-09-2012,True,1893.5294
1,27,14-09-2012,False,1373.1261
1,27,21-09-2012,False,1204.6857
1,27,28-09-2012,False,1204.6857
1,27,05-10-2012,False,1139.6229
1,27,12-10-2012,False,4744.1494
1,27,19-10-2012,False,1598.4202
1,27,26-10-2012,False,1598.4202
1,28,04-05-2012,False,464.78323
1,28,11-05-2012,False,553.485
1,28,18-05-2012,False,299.87006
1,28,25-05-2012,False,299.87006
1,28,01-06-2012,False,488.78888
1,28,08-06-2012,False,533.3731
1,28,15-06-2012,False,811.4171
1,28,22-06-2012,False,811.4171
1,28,29-06-2012,False,811.4171
1,28,06-07-2012,False,811.4171
1,28,13-07-2012,False,741.03876
1,28,20-07-2012,False,741.03876
1,28,27-07-2012,False,462.99478
1,28,03-08-2012,False,494.63098
1,28,10-08-2012,False,599.6372
1,28,17-08-2012,False,533.3731
1,28,24-08-2012,False,533.3731
1,28,31-08-2012,False,533.3731
1,28,07-09-2012,True,1053.7771
1,28,14-09-2012,False,533.3731
1,28,21-09-2012,False,364.93265
1,28,28-09-2012,False,364.93265
1,28,05-10-2012,False,299.87006
1,28,12-10-2012,False,1264.1813
1,28,19-10-2012,False,599.6372
1,28,26-10-2012,False,599.6372
1,29,04-05-2012,False,6159.4805
1,29,11-05-2012,False,6280.8423
1,29,18-05-2012,False,6027.227
1,29,25-05-2012,False,6027.227
1,29,01-06-2012,False,5663.0845
1,29,08-06-2012,False,6260.7305
1,29,15-06-2012,False,6538.7744
1,29,22-06-2012,False,6538.7744
1,29,29-06-2012,False,6538.7744
1,29,06-07-2012,False,6538.7744
1,29,13-07-2012,False,6468.396
1,29,20-07-2012,False,6468.396
1,29,27-07-2012,False,6190.352
1,29,03-08-2012,False,6358.8535
1,29,10-08-2012,False,6280.8423
1,29,17-08-2012,False,6260.7305
1,29,24-08-2012,False,6260.7305
1,29,31-08-2012,False,6260.7305
1,29,07-09-2012,True,7243.147
1,29,14-09-2012,False,6260.7305
1,29,21-09-2012,False,6092.2905
1,29,28-09-2012,False,6092.2905
1,29,05-10-2012,False,6027.227
1,29,12-10-2012,False,12495.225
1,29,19-10-2012,False,6280.8423
1,29,26-10-2012,False,6280.8423
1,30,04-05-2012,False,4229.862
1,30,11-05-2012,False,3447.7673
1,30,18-05-2012,False,4097.609
1,30,25-05-2012,False,4097.609
1,30,01-06-2012,False,3949.5679
1,30,08-06-2012,False,4331.112
1,30,15-06-2012,False,4609.156
1,30,22-06-2012,False,4609.156
1,30,29-06-2012,False,4609.156
1,30,06-07-2012,False,4609.156
1,30,13-07-2012,False,4538.7773
1,30,20-07-2012,False,4538.7773
1,30,27-07-2012,False,4260.733
1,30,03-08-2012,False,4259.709
1,30,10-08-2012,False,4165.331
1,30,17-08-2012,False,4331.112
1,30,24-08-2012,False,4331.112
1,30,31-08-2012,False,4331.112
1,30,07-09-2012,True,4851.515
1,30,14-09-2012,False,3971.8718
1,30,21-09-2012,False,3803.432
1,30,28-09-2012,False,3803.432
1,30,05-10-2012,False,4097.609
1,30,12-10-2012,False,4173.294
1,30,19-10-2012,False,4165.331
1,30,26-10-2012,False,4165.331
1,31,04-05-2012,False,2279.8428
1,31,11-05-2012,False,2446.0752
1,31,18-05-2012,False,2147.59
1,31,25-05-2012,False,2147.59
1,31,01-06-2012,False,2523.6812
1,31,08-06-2012,False,3673.7324
1,31,15-06-2012,False,2659.137
1,31,22-06-2012,False,2659.137
1,31,29-06-2012,False,2659.137
1,31,06-07-2012,False,2659.137
1,31,13-07-2012,False,2749.5186
1,31,20-07-2012,False,2955.4614
1,31,27-07-2012,False,2677.4175
1,31,03-08-2012,False,2309.6904
1,31,10-08-2012,False,2446.0752
1,31,17-08-2012,False,7518.7295
1,31,24-08-2012,False,7363.729
1,31,31-08-2012,False,7363.729
1,31,07-09-2012,True,3062.257
1,31,14-09-2012,False,2425.9634
1,31,21-09-2012,False,2257.5232
