Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,03-02-2012,23616.68,FALSE
1,1,10-02-2012,37155.56,TRUE
1,1,17-02-2012,54304.27,FALSE
1,1,24-02-2012,20215.12,FALSE
1,1,02-03-2012,20203.87,FALSE
1,1,09-03-2012,21235.55,FALSE
1,1,16-03-2012,22467.9,FALSE
1,1,23-03-2012,22207.55,FALSE
1,1,30-03-2012,29083.63,FALSE
1,1,06-04-2012,57852.25,FALSE
1,1,13-04-2012,34840.87,FALSE
1,1,20-04-2012,17052.87,FALSE
1,1,27-04-2012,16421.44,FALSE
1,2,05-02-2010,50833.84,FALSE
1,2,12-02-2010,44884.56,TRUE
1,2,19-02-2010,48145.37,FALSE
1,2,26-02-2010,44492.93,FALSE
1,2,05-03-2010,48616.58,FALSE
1,2,12-03-2010,43949.55,FALSE
1,2,19-03-2010,43812.49,FALSE
1,2,26-03-2010,42081.77,FALSE
1,2,02-04-2010,47664.82,FALSE
1,2,09-04-2010,46759.98,FALSE
1,2,16-04-2010,45228.39,FALSE
1,2,23-04-2010,44618.73,FALSE
1,2,30-04-2010,46178.94,FALSE
1,2,07-05-2010,48119.37,FALSE
1,2,14-05-2010,43872.88,FALSE
1,2,21-05-2010,44519.33,FALSE
1,2,28-05-2010,44821.05,FALSE
1,2,04-06-2010,48974.68,FALSE
1,2,11-06-2010,47302.23,FALSE
1,2,18-06-2010,44629.38,FALSE
1,2,25-06-2010,45504.53,FALSE
1,2,02-07-2010,47290.36,FALSE
1,2,09-07-2010,46963.29,FALSE
1,2,16-07-2010,44539.47,FALSE
1,2,23-07-2010,44965.51,FALSE
1,2,30-07-2010,46040.79,FALSE
1,2,06-08-2010,50257.71,FALSE
1,2,13-08-2010,45681.09,FALSE
1,2,20-08-2010,49978.9,FALSE
1,2,27-08-2010,49847.67,FALSE
1,2,03-09-2010,49236.44,FALSE
1,2,10-09-2010,45386.58,TRUE
1,2,17-09-2010,44883.45,FALSE
1,2,24-09-2010,42669.35,FALSE
1,2,01-10-2010,46036.02,FALSE
1,2,08-10-2010,46597.06,FALSE
1,2,15-10-2010,43305.51,FALSE
1,2,22-10-2010,42562.86,FALSE
1,2,29-10-2010,44280.43,FALSE
1,2,05-11-2010,46590.92,FALSE
1,2,12-11-2010,43389.59,FALSE
1,2,19-11-2010,41630.44,FALSE
1,2,26-11-2010,45888.31,TRUE
1,2,03-12-2010,44605.58,FALSE
1,2,10-12-2010,47167.91,FALSE
1,2,17-12-2010,49525.97,FALSE
1,2,24-12-2010,60159.82,FALSE
1,2,31-12-2010,35981.62,TRUE
1,2,07-01-2011,43397.42,FALSE
1,2,14-01-2011,40037.42,FALSE
1,2,21-01-2011,41784.87,FALSE
1,2,28-01-2011,41839.14,FALSE
1,2,04-02-2011,47040.63,FALSE
1,2,11-02-2011,47810.32,TRUE
1,2,18-02-2011,49424.29,FALSE
1,2,25-02-2011,46373.77,FALSE
1,2,04-03-2011,53275.09,FALSE
1,2,11-03-2011,48684.63,FALSE
1,2,18-03-2011,45426.56,FALSE
1,2,25-03-2011,44493.6,FALSE
1,2,01-04-2011,47203.83,FALSE
1,2,08-04-2011,48720.86,FALSE
1,2,15-04-2011,44665.57,FALSE
1,2,22-04-2011,46754.79,FALSE
1,2,29-04-2011,43879.71,FALSE
1,2,06-05-2011,50366.39,FALSE
1,2,13-05-2011,44474.12,FALSE
1,2,20-05-2011,44502.21,FALSE
1,2,27-05-2011,45275.69,FALSE
1,2,03-06-2011,48060.37,FALSE
1,2,10-06-2011,46573.34,FALSE
1,2,17-06-2011,43133.58,FALSE
1,2,24-06-2011,42607.39,FALSE
1,2,01-07-2011,45452.11,FALSE
1,2,08-07-2011,44824.78,FALSE
1,2,15-07-2011,43456.36,FALSE
1,2,22-07-2011,45317.32,FALSE
1,2,29-07-2011,43386.1,FALSE
1,2,05-08-2011,49582.69,FALSE
1,2,12-08-2011,45546.72,FALSE
1,2,19-08-2011,46600.66,FALSE
1,2,26-08-2011,47875.2,FALSE
1,2,02-09-2011,49642.96,FALSE
1,2,09-09-2011,43511.5,TRUE
1,2,16-09-2011,43158.02,FALSE
1,2,23-09-2011,43586.92,FALSE
1,2,30-09-2011,46253.06,FALSE
1,2,07-10-2011,50105.99,FALSE
1,2,14-10-2011,43501.98,FALSE
1,2,21-10-2011,42679.57,FALSE
1,2,28-10-2011,41870.67,FALSE
1,2,04-11-2011,47527.32,FALSE
1,2,11-11-2011,45139.44,FALSE
1,2,18-11-2011,44196.51,FALSE
1,2,25-11-2011,44459.5,TRUE
1,2,02-12-2011,46135.58,FALSE
1,2,09-12-2011,49580.36,FALSE
1,2,16-12-2011,51368.39,FALSE
1,2,23-12-2011,65911.73,FALSE
1,2,30-12-2011,43736.6,TRUE
1,2,06-01-2012,44682.29,FALSE
1,2,13-01-2012,43548.9,FALSE
1,2,20-01-2012,43951.05,FALSE
1,2,27-01-2012,41743.93,FALSE
1,2,03-02-2012,54567.6,FALSE
1,2,10-02-2012,50809.52,TRUE
1,2,17-02-2012,46293.62,FALSE
1,2,24-02-2012,47292.77,FALSE
1,2,02-03-2012,52846.13,FALSE
1,2,09-03-2012,48783.04,FALSE
1,2,16-03-2012,47560.17,FALSE
1,2,23-03-2012,44998.36,FALSE
1,2,30-03-2012,46739.84,FALSE
1,2,06-04-2012,52039.87,FALSE
1,2,13-04-2012,44189.88,FALSE
1,2,20-04-2012,45767.64,FALSE
1,2,27-04-2012,45661.54,FALSE
1,3,05-02-2010,13802.18,FALSE
1,3,12-02-2010,10937.02,TRUE
1,3,19-02-2010,11575.52,FALSE
1,3,26-02-2010,11185.46,FALSE
1,3,05-03-2010,12331.03,FALSE
1,3,12-03-2010,10169.17,FALSE
1,3,19-03-2010,9042.03,FALSE
1,3,26-03-2010,10413.67,FALSE
1,3,02-04-2010,11207.47,FALSE
1,3,09-04-2010,10225.27,FALSE
1,3,16-04-2010,9268.47,FALSE
1,3,23-04-2010,8908.99,FALSE
1,3,30-04-2010,9379.61,FALSE
1,3,07-05-2010,9415.13,FALSE
1,3,14-05-2010,7955.63,FALSE
1,3,21-05-2010,7849.2,FALSE
1,3,28-05-2010,8450.69,FALSE
1,3,04-06-2010,8037.55,FALSE
1,3,11-06-2010,7777.72,FALSE
1,3,18-06-2010,8238.1,FALSE
1,3,25-06-2010,6620.99,FALSE
1,3,02-07-2010,7893.37,FALSE
1,3,09-07-2010,8149.31,FALSE
1,3,16-07-2010,13813.41,FALSE
1,3,23-07-2010,17007.09,FALSE
1,3,30-07-2010,21010.42,FALSE
1,3,06-08-2010,26839.7,FALSE
1,3,13-08-2010,30778.93,FALSE
1,3,20-08-2010,41287.58,FALSE
1,3,27-08-2010,51390.24,FALSE
1,3,03-09-2010,19167.99,FALSE
1,3,10-09-2010,12189.5,TRUE
1,3,17-09-2010,10770.89,FALSE
1,3,24-09-2010,8134.5,FALSE
1,3,01-10-2010,9819.32,FALSE
1,3,08-10-2010,10127.34,FALSE
1,3,15-10-2010,9779.7,FALSE
1,3,22-10-2010,8653.32,FALSE
1,3,29-10-2010,9325.02,FALSE
1,3,05-11-2010,9869.6,FALSE
1,3,12-11-2010,9188.08,FALSE
1,3,19-11-2010,9243.67,FALSE
1,3,26-11-2010,10755.17,TRUE
1,3,03-12-2010,10905.89,FALSE
1,3,10-12-2010,11270.46,FALSE
1,3,17-12-2010,12040.98,FALSE
1,3,24-12-2010,12134.92,FALSE
1,3,31-12-2010,8303.48,TRUE
1,3,07-01-2011,15879.55,FALSE
1,3,14-01-2011,13335.83,FALSE
1,3,21-01-2011,12589.55,FALSE
1,3,28-01-2011,12037.47,FALSE
1,3,04-02-2011,11062.26,FALSE
1,3,11-02-2011,11479.87,TRUE
1,3,18-02-2011,11777.94,FALSE
1,3,25-02-2011,10521.09,FALSE
1,3,04-03-2011,11088.98,FALSE
1,3,11-03-2011,10738.25,FALSE
1,3,18-03-2011,8185.5,FALSE
1,3,25-03-2011,9089.89,FALSE
1,3,01-04-2011,8773.64,FALSE
1,3,08-04-2011,10464.38,FALSE
1,3,15-04-2011,8250.07,FALSE
1,3,22-04-2011,8506.97,FALSE
1,3,29-04-2011,8692.71,FALSE
1,3,06-05-2011,10467.99,FALSE
1,3,13-05-2011,8771.9,FALSE
1,3,20-05-2011,7974.87,FALSE
1,3,27-05-2011,8157.38,FALSE
1,3,03-06-2011,8893.88,FALSE
1,3,10-06-2011,7542.62,FALSE
1,3,17-06-2011,7693.34,FALSE
1,3,24-06-2011,6193.58,FALSE
1,3,01-07-2011,8107.09,FALSE
1,3,08-07-2011,7399.77,FALSE
1,3,15-07-2011,11630.4,FALSE
1,3,22-07-2011,16142.08,FALSE
1,3,29-07-2011,21427.86,FALSE
1,3,05-08-2011,31390.12,FALSE
1,3,12-08-2011,32294.14,FALSE
1,3,19-08-2011,41791.02,FALSE
1,3,26-08-2011,50000.34,FALSE
1,3,02-09-2011,19693.02,FALSE
1,3,09-09-2011,12836,TRUE
1,3,16-09-2011,10459.91,FALSE
1,3,23-09-2011,9799.62,FALSE
1,3,30-09-2011,10481.96,FALSE
1,3,07-10-2011,10023.03,FALSE
1,3,14-10-2011,9914.8,FALSE
1,3,21-10-2011,10182.56,FALSE
1,3,28-10-2011,9463.75,FALSE
1,3,04-11-2011,9230.7,FALSE
1,3,11-11-2011,10004.62,FALSE
1,3,18-11-2011,10150,FALSE
1,3,25-11-2011,9359.64,TRUE
1,3,02-12-2011,10192.37,FALSE
1,3,09-12-2011,13014.07,FALSE
1,3,16-12-2011,13239.58,FALSE
1,3,23-12-2011,13729.61,FALSE
1,3,30-12-2011,8888.41,TRUE
1,3,06-01-2012,13988.94,FALSE
1,3,13-01-2012,13884.92,FALSE
1,3,20-01-2012,11754.93,FALSE
1,3,27-01-2012,10661.11,FALSE
1,3,03-02-2012,12542.17,FALSE
1,3,10-02-2012,12444.81,TRUE
1,3,17-02-2012,10284.02,FALSE
1,3,24-02-2012,10549.84,FALSE
1,3,02-03-2012,11438.74,FALSE
1,3,09-03-2012,11979.57,FALSE
1,3,16-03-2012,8885.68,FALSE
1,3,23-03-2012,7945.95,FALSE
1,3,30-03-2012,9170.46,FALSE
1,3,06-04-2012,9377.4,FALSE
1,3,13-04-2012,7963.54,FALSE
1,3,20-04-2012,8686.42,FALSE
1,3,27-04-2012,8674.62,FALSE
1,4,05-02-2010,40134.5,FALSE
1,4,12-02-2010,35510.88,TRUE
1,4,19-02-2010,36993.29,FALSE
1,4,26-02-2010,34816.71,FALSE
1,4,05-03-2010,38258.21,FALSE
1,4,12-03-2010,32816.22,FALSE
1,4,19-03-2010,34272.21,FALSE
1,4,26-03-2010,34025.06,FALSE
1,4,02-04-2010,37980.26,FALSE
1,4,09-04-2010,36337.82,FALSE
1,4,16-04-2010,34897.1,FALSE
1,4,23-04-2010,33959.41,FALSE
1,4,30-04-2010,33588.83,FALSE
1,4,07-05-2010,37336.22,FALSE
1,4,14-05-2010,33809.72,FALSE
1,4,21-05-2010,35732.14,FALSE
1,4,28-05-2010,36544.68,FALSE
1,4,04-06-2010,40731.33,FALSE
1,4,11-06-2010,36745.18,FALSE
1,4,18-06-2010,35217.87,FALSE
1,4,25-06-2010,34610.31,FALSE
1,4,02-07-2010,39953.36,FALSE
1,4,09-07-2010,39961.13,FALSE
1,4,16-07-2010,35393.8,FALSE
1,4,23-07-2010,36790.13,FALSE
1,4,30-07-2010,36584.18,FALSE
1,4,06-08-2010,41158.95,FALSE
1,4,13-08-2010,36626.35,FALSE
1,4,20-08-2010,39885.44,FALSE
1,4,27-08-2010,36569.03,FALSE
1,4,03-09-2010,38494.97,FALSE
1,4,10-09-2010,36769.11,TRUE
1,4,17-09-2010,34152.57,FALSE
1,4,24-09-2010,32644.21,FALSE
1,4,01-10-2010,35070.14,FALSE
1,4,08-10-2010,35934.4,FALSE
1,4,15-10-2010,34849.97,FALSE
1,4,22-10-2010,33050.87,FALSE
1,4,29-10-2010,35361.44,FALSE
1,4,05-11-2010,38152.1,FALSE
1,4,12-11-2010,35166.15,FALSE
1,4,19-11-2010,37246.08,FALSE
1,4,26-11-2010,46409.95,TRUE
1,4,03-12-2010,37278.17,FALSE
1,4,10-12-2010,36528.56,FALSE
1,4,17-12-2010,39331.26,FALSE
1,4,24-12-2010,48109.55,FALSE
1,4,31-12-2010,37080.53,TRUE
1,4,07-01-2011,38119.2,FALSE
1,4,14-01-2011,34549.3,FALSE
1,4,21-01-2011,33887.95,FALSE
1,4,28-01-2011,33054.51,FALSE
1,4,04-02-2011,36032.51,FALSE
1,4,11-02-2011,37542.13,TRUE
1,4,18-02-2011,36644.02,FALSE
1,4,25-02-2011,33829.29,FALSE
1,4,04-03-2011,38115.34,FALSE
1,4,11-03-2011,35388.24,FALSE
1,4,18-03-2011,35020.5,FALSE
1,4,25-03-2011,34970.36,FALSE
1,4,01-04-2011,34607.51,FALSE
1,4,08-04-2011,36679.36,FALSE
1,4,15-04-2011,33618.05,FALSE
1,4,22-04-2011,35291.38,FALSE
1,4,29-04-2011,34684.52,FALSE
1,4,06-05-2011,37998.55,FALSE
1,4,13-05-2011,33622.99,FALSE
1,4,20-05-2011,34291.6,FALSE
1,4,27-05-2011,36956.89,FALSE
1,4,03-06-2011,42700.02,FALSE
1,4,10-06-2011,35535.84,FALSE
1,4,17-06-2011,35683.62,FALSE
1,4,24-06-2011,35220.39,FALSE
1,4,01-07-2011,36616.35,FALSE
1,4,08-07-2011,39326.82,FALSE
1,4,15-07-2011,34084.06,FALSE
1,4,22-07-2011,34786.43,FALSE
1,4,29-07-2011,35716.09,FALSE
1,4,05-08-2011,39516.77,FALSE
1,4,12-08-2011,37619.09,FALSE
1,4,19-08-2011,39325.69,FALSE
1,4,26-08-2011,37664.56,FALSE
1,4,02-09-2011,36754.33,FALSE
1,4,09-09-2011,35264.52,TRUE
1,4,16-09-2011,34262.18,FALSE
1,4,23-09-2011,32802.56,FALSE
1,4,30-09-2011,32979.1,FALSE
1,4,07-10-2011,37566.54,FALSE
1,4,14-10-2011,35158.39,FALSE
1,4,21-10-2011,34107.91,FALSE
1,4,28-10-2011,34401.95,FALSE
1,4,04-11-2011,39532.59,FALSE
1,4,11-11-2011,36992.85,FALSE
1,4,18-11-2011,37826.66,FALSE
1,4,25-11-2011,46774.46,TRUE
1,4,02-12-2011,38663.48,FALSE
1,4,09-12-2011,38904.24,FALSE
1,4,16-12-2011,38439.31,FALSE
1,4,23-12-2011,48001.77,FALSE
1,4,30-12-2011,37540.02,TRUE
1,4,06-01-2012,41110.61,FALSE
1,4,13-01-2012,36747.59,FALSE
1,4,20-01-2012,33932.78,FALSE
1,4,27-01-2012,33765.73,FALSE
1,4,03-02-2012,40456.74,FALSE
1,4,10-02-2012,39482.66,TRUE
1,4,17-02-2012,36715.55,FALSE
1,4,24-02-2012,35111.73,FALSE
1,4,02-03-2012,38633.69,FALSE
1,4,09-03-2012,39110.63,FALSE
1,4,16-03-2012,38297.52,FALSE
1,4,23-03-2012,36751.77,FALSE
1,4,30-03-2012,37888.87,FALSE
1,4,06-04-2012,42250.18,FALSE
1,4,13-04-2012,37618.41,FALSE
1,4,20-04-2012,36514.21,FALSE
1,4,27-04-2012,37061.18,FALSE
1,5,05-02-2010,32374.95,FALSE
1,5,12-02-2010,29754.6,TRUE
1,5,19-02-2010,26587.82,FALSE
1,5,26-02-2010,24210.75,FALSE
1,5,05-03-2010,23186.4,FALSE
1,5,12-03-2010,21596.02,FALSE
1,5,19-03-2010,22734.79,FALSE
1,5,26-03-2010,39147.91,FALSE
1,5,02-04-2010,30103.28,FALSE
1,5,09-04-2010,18600.08,FALSE
1,5,16-04-2010,11622.53,FALSE
1,5,23-04-2010,24875.83,FALSE
1,5,30-04-2010,22105.81,FALSE
1,5,07-05-2010,19347.43,FALSE
1,5,14-05-2010,16967.95,FALSE
1,5,21-05-2010,16230.15,FALSE
1,5,28-05-2010,15855.89,FALSE
1,5,04-06-2010,23035.84,FALSE
1,5,11-06-2010,21915.9,FALSE
1,5,18-06-2010,19867.77,FALSE
1,5,25-06-2010,19140.64,FALSE
1,5,02-07-2010,18973.02,FALSE
1,5,09-07-2010,20341,FALSE
1,5,16-07-2010,17999.15,FALSE
1,5,23-07-2010,17391.66,FALSE
1,5,30-07-2010,16546.88,FALSE
1,5,06-08-2010,17002.62,FALSE
1,5,13-08-2010,15614.83,FALSE
1,5,20-08-2010,15482.05,FALSE
1,5,27-08-2010,13631.61,FALSE
1,5,03-09-2010,15460.03,FALSE
1,5,10-09-2010,17856.85,TRUE
1,5,17-09-2010,15934.26,FALSE
1,5,24-09-2010,17116.34,FALSE
1,5,01-10-2010,23486.99,FALSE
1,5,08-10-2010,19943.24,FALSE
1,5,15-10-2010,20535.39,FALSE
1,5,22-10-2010,19614.04,FALSE
1,5,29-10-2010,16451.43,FALSE
1,5,05-11-2010,24011.78,FALSE
1,5,12-11-2010,23805.93,FALSE
1,5,19-11-2010,24828.13,FALSE
1,5,26-11-2010,70475.75,TRUE
1,5,03-12-2010,36636.75,FALSE
1,5,10-12-2010,49740.82,FALSE
1,5,17-12-2010,59858.63,FALSE
1,5,24-12-2010,86063.06,FALSE
1,5,31-12-2010,32426.62,TRUE
1,5,07-01-2011,22802.22,FALSE
1,5,14-01-2011,17524.17,FALSE
1,5,21-01-2011,18521.35,FALSE
1,5,28-01-2011,22218.6,FALSE
1,5,04-02-2011,31421.91,FALSE
1,5,11-02-2011,36833.27,TRUE
1,5,18-02-2011,31233.06,FALSE
1,5,25-02-2011,23978.13,FALSE
1,5,04-03-2011,29032.91,FALSE
1,5,11-03-2011,23811.44,FALSE
1,5,18-03-2011,22788.15,FALSE
1,5,25-03-2011,18803.77,FALSE
1,5,01-04-2011,23705.14,FALSE
1,5,08-04-2011,22494.23,FALSE
1,5,15-04-2011,22822.44,FALSE
1,5,22-04-2011,21884.56,FALSE
1,5,29-04-2011,17582.34,FALSE
1,5,06-05-2011,16268.69,FALSE
1,5,13-05-2011,15658.19,FALSE
1,5,20-05-2011,15645.6,FALSE
1,5,27-05-2011,16689.02,FALSE
1,5,03-06-2011,16924.86,FALSE
1,5,10-06-2011,18732.96,FALSE
1,5,17-06-2011,17942.24,FALSE
1,5,24-06-2011,21793.23,FALSE
1,5,01-07-2011,19326.76,FALSE
1,5,08-07-2011,18070.7,FALSE
1,5,15-07-2011,18528.11,FALSE
1,5,22-07-2011,19418.84,FALSE
1,5,29-07-2011,17485.3,FALSE
1,5,05-08-2011,21279.1,FALSE
1,5,12-08-2011,21417.23,FALSE
1,5,19-08-2011,18727.72,FALSE
1,5,26-08-2011,15548.17,FALSE
1,5,02-09-2011,20525.2,FALSE
1,5,09-09-2011,19161.94,TRUE
1,5,16-09-2011,19473.79,FALSE
1,5,23-09-2011,20655.24,FALSE
1,5,30-09-2011,16459.38,FALSE
1,5,07-10-2011,30489.15,FALSE
1,5,14-10-2011,23021.4,FALSE
1,5,21-10-2011,32848.04,FALSE
1,5,28-10-2011,26510.99,FALSE
1,5,04-11-2011,32100.41,FALSE
1,5,11-11-2011,31142.68,FALSE
1,5,18-11-2011,27462.85,FALSE
1,5,25-11-2011,79698.51,TRUE
1,5,02-12-2011,32719.39,FALSE
1,5,09-12-2011,41970.85,FALSE
1,5,16-12-2011,43676.09,FALSE
1,5,23-12-2011,61761.52,FALSE
1,5,30-12-2011,35139.76,TRUE
1,5,06-01-2012,23210.17,FALSE
1,5,13-01-2012,19368.7,FALSE
1,5,20-01-2012,19385.59,FALSE
1,5,27-01-2012,21472.97,FALSE
1,5,03-02-2012,28435.29,FALSE
1,5,10-02-2012,38268.11,TRUE
1,5,17-02-2012,46428.72,FALSE
1,5,24-02-2012,30936.99,FALSE
1,5,02-03-2012,30780.93,FALSE
1,5,09-03-2012,25607.35,FALSE
1,5,16-03-2012,29478.27,FALSE
1,5,23-03-2012,25557.04,FALSE
1,5,30-03-2012,22493.23,FALSE
1,5,06-04-2012,28515.03,FALSE
1,5,13-04-2012,18541.7,FALSE
1,5,20-04-2012,16720.19,FALSE
1,5,27-04-2012,17247.94,FALSE
1,6,05-02-2010,5775,FALSE
1,6,12-02-2010,9176.26,TRUE
1,6,19-02-2010,6087.63,FALSE
1,6,26-02-2010,5268.25,FALSE
1,6,05-03-2010,4240.32,FALSE
1,6,12-03-2010,5644.38,FALSE
1,6,19-03-2010,4928.21,FALSE
1,6,26-03-2010,7502.06,FALSE
1,6,02-04-2010,4151.28,FALSE
1,6,09-04-2010,4448.8,FALSE
1,6,16-04-2010,5043.46,FALSE
1,6,23-04-2010,3963.01,FALSE
1,6,30-04-2010,4757.54,FALSE
1,6,07-05-2010,7511.47,FALSE
1,6,14-05-2010,7013.71,FALSE
1,6,21-05-2010,3411.09,FALSE
1,6,28-05-2010,6193.44,FALSE
1,6,04-06-2010,5509.67,FALSE
1,6,11-06-2010,4100.48,FALSE
1,6,18-06-2010,3919.89,FALSE
1,6,25-06-2010,4258.25,FALSE
1,6,02-07-2010,4562.42,FALSE
1,6,09-07-2010,5008.77,FALSE
1,6,16-07-2010,4794.26,FALSE
1,6,23-07-2010,5784.05,FALSE
1,6,30-07-2010,3950.71,FALSE
1,6,06-08-2010,4721.61,FALSE
1,6,13-08-2010,3902.56,FALSE
1,6,20-08-2010,4085.72,FALSE
1,6,27-08-2010,3404.6,FALSE
1,6,03-09-2010,3569.8,FALSE
1,6,10-09-2010,4452.71,TRUE
1,6,17-09-2010,4513.17,FALSE
1,6,24-09-2010,4622.17,FALSE
1,6,01-10-2010,2889.18,FALSE
1,6,08-10-2010,4187.19,FALSE
1,6,15-10-2010,5046.73,FALSE
1,6,22-10-2010,4310.65,FALSE
1,6,29-10-2010,5448.77,FALSE
1,6,05-11-2010,5059.74,FALSE
1,6,12-11-2010,4267.53,FALSE
1,6,19-11-2010,3523.49,FALSE
1,6,26-11-2010,20254.76,TRUE
1,6,03-12-2010,6385.67,FALSE
1,6,10-12-2010,6469.15,FALSE
1,6,17-12-2010,12132.66,FALSE
1,6,24-12-2010,28626.24,FALSE
1,6,31-12-2010,5904.8,TRUE
1,6,07-01-2011,1382.37,FALSE
1,6,14-01-2011,2366.5,FALSE
1,6,21-01-2011,2173.61,FALSE
1,6,28-01-2011,3215.14,FALSE
1,6,04-02-2011,3339.98,FALSE
1,6,11-02-2011,4563.32,TRUE
1,6,18-02-2011,4051.65,FALSE
1,6,25-02-2011,4222.86,FALSE
1,6,04-03-2011,3900.4,FALSE
1,6,11-03-2011,3946.55,FALSE
1,6,18-03-2011,2902.27,FALSE
1,6,25-03-2011,4528.66,FALSE
1,6,01-04-2011,3263.95,FALSE
1,6,08-04-2011,3355.4,FALSE
1,6,15-04-2011,3815.22,FALSE
1,6,22-04-2011,3008.6,FALSE
1,6,29-04-2011,4317.43,FALSE
1,6,06-05-2011,7246.11,FALSE
1,6,13-05-2011,4181.32,FALSE
1,6,20-05-2011,4661.72,FALSE
1,6,27-05-2011,5597.52,FALSE
1,6,03-06-2011,4039.7,FALSE
1,6,10-06-2011,3093.85,FALSE
1,6,17-06-2011,3018.38,FALSE
1,6,24-06-2011,3033.71,FALSE
1,6,01-07-2011,4066.2,FALSE
1,6,08-07-2011,3427.49,FALSE
1,6,15-07-2011,3168.58,FALSE
1,6,22-07-2011,3682.08,FALSE
1,6,29-07-2011,2852.75,FALSE
1,6,05-08-2011,2877.21,FALSE
